TaxonId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,FullName,,AuthorYear,RankName,CurrentListing,FullAnnotationEnglish,AnnotationEnglish,AnnotationSpanish,AnnotationFrench,#AnnotationSymbol,#Annotation,SynonymsWithAuthors,EnglishNames,SpanishNames,FrenchNames,CitesAccepted,All_DistributionISOCodes,All_DistributionFullNames,NativeDistributionFullNames,Introduced_Distribution,Introduced(?)_Distribution,Reintroduced_Distribution,Extinct_Distribution,Extinct(?)_Distribution,Distribution_Uncertain
68005,Animalia,Chordata,Elasmobranchii,Lamniformes,Alopiidae,Alopias,superciliosus,,Alopias superciliosus,,"Lowe, 1841",SPECIES,II,Appendix II: ,Appendix II:Listing agreed at CoP17 in October 2016 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP17 en octubre de 2016 con entrada en vigor retrasada de 12 meses. ,Appendix II:Inscription adoptée à la CoP17 en octobre 2016 avec entrée en vigueur reportée de 12 mois. ,,Appendix II: ,"Alopias profundus Nakamura, 1935","Bigeye thresher, Bigeye thresher shark, False thresher, Long-tailed shark, Whiptail","Azotador, Coleto, Coludo cebucano, Pejerrabo, Pez zorro, Zorro blanco, Zorro de mar, Zorro negro, Zorro ojón",Renard à gros yeux,TRUE,"DZ, AS, AO, AI, AG, AR, AW, AU, BS, BD, BB, BZ, BM, BQ, BR, VG, BN, CV, KH, CM, CA, KY, CL, CN, CC, CO, KM, CG, CR, CI, CU, CW, CD, DJ, DM, DO, EC, SV, GQ, FJ, FR, GF, PF, GA, GM, GH, GI, GR, GD, GP, GU, GT, GN, GW, GY, HT, HN, HK, IN, ID, IR, IE, IT, JM, JP, KE, KI, LR, LY, MO, MG, MY, MV, MH, MQ, MR, MU, YT, MX, FM, MC, MS, MA, MZ, MM, NA, NR, NC, NZ, NI, NG, NU, MP, OM, PK, PW, PA, PG, PE, PH, PN, PT, PR, RE, SH, KN, LC, MF, VC, WS, ST, SN, SC, SL, SG, SX, SB, SO, ZA, ES, LK, SR, TW, TH, TL, TG, TO, TT, TN, TR, TV, AE, GB, TZ, US, UY, VU, VE, VN, VI, WF, EH, YE","Algeria, American Samoa, Angola, Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Aruba, Australia, Bahamas, Bangladesh, Barbados, Belize, Bermuda (United Kingdom), Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Brunei Darussalam, Cabo Verde, Cambodia, Cameroon, Canada, Cayman Islands (United Kingdom), Chile, China, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Democratic Republic of the Congo, Djibouti, Dominica, Dominican Republic, Ecuador, El Salvador, Equatorial Guinea, Fiji, France, French Guiana [FR], French Polynesia, Gabon, Gambia, Ghana, Gibraltar (United Kingdom), Greece, Grenada, Guadeloupe, Guam, Guatemala, Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Ireland, Italy, Jamaica, Japan, Kenya, Kiribati, Liberia, Libya, Macao, SAR, Madagascar, Malaysia, Maldives, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia (Federated States of), Monaco, Montserrat (United Kingdom), Morocco, Mozambique, Myanmar, Namibia, Nauru, New Caledonia, New Zealand, Nicaragua, Nigeria, Niue, Northern Mariana Islands, Oman, Pakistan, Palau, Panama, Papua New Guinea, Peru, Philippines, Pitcairn Islands (United Kingdom), Portugal, Puerto Rico, Réunion, Saint Helena and Dependencies (United Kingdom), Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Samoa, Sao Tome and Principe, Senegal, Seychelles, Sierra Leone, Singapore, Sint Maarten, Solomon Islands, Somalia, South Africa, Spain, Sri Lanka, Suriname, Taiwan, Province of China, Thailand, Timor-Leste, Togo, Tonga, Trinidad and Tobago, Tunisia, Türkiye, Tuvalu, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, United Republic of Tanzania, United States of America, Uruguay, Vanuatu, Venezuela (Bolivarian Republic of), Viet Nam, Virgin Islands of the USA, Wallis and Futuna Islands, Western Sahara, Yemen","Algeria, Angola, Argentina, Aruba, Australia, Bahamas, Barbados, Bonaire, Saint Eustatius and Saba, Brazil, Canada, Chile, China, Colombia, Comoros, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Democratic Republic of the Congo, Djibouti, Ecuador, El Salvador, Fiji, France, French Polynesia, Gambia, Ghana, Gibraltar (United Kingdom), Greece, Grenada, Guatemala, Guinea, Guinea Bissau, Guyana, India, Indonesia, Iran (Islamic Republic of), Ireland, Italy, Japan, Kenya, Kiribati, Liberia, Libya, Madagascar, Maldives, Marshall Islands, Mauritania, Mayotte, Mexico, Monaco, Morocco, Mozambique, Namibia, New Caledonia, New Zealand, Nicaragua, Oman, Pakistan, Panama, Peru, Portugal, Saint Helena and Dependencies (United Kingdom), Saint Lucia, Saint Vincent and the Grenadines, Senegal, Sierra Leone, Somalia, South Africa, Spain, Sri Lanka, Taiwan, Province of China, Trinidad and Tobago, Tunisia, Türkiye, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, United Republic of Tanzania, United States of America, Uruguay, Venezuela (Bolivarian Republic of), Viet Nam, Western Sahara, Yemen",,,,,,"American Samoa, Anguilla (United Kingdom), Antigua and Barbuda, Bangladesh, Belize, Bermuda (United Kingdom), British Virgin Islands (United Kingdom), Brunei Darussalam, Cabo Verde, Cambodia, Cameroon, Cayman Islands (United Kingdom), Cocos (Keeling) Islands, Congo, Dominica, Dominican Republic, Equatorial Guinea, French Guiana [FR], Gabon, Guadeloupe, Guam, Haiti, Honduras, Hong Kong, SAR, Jamaica, Macao, SAR, Malaysia, Martinique, Mauritius, Micronesia (Federated States of), Montserrat (United Kingdom), Myanmar, Nauru, Nigeria, Niue, Northern Mariana Islands, Palau, Papua New Guinea, Philippines, Pitcairn Islands (United Kingdom), Puerto Rico, Réunion, Saint Kitts and Nevis, Saint-Martin, Samoa, Sao Tome and Principe, Seychelles, Singapore, Sint Maarten, Solomon Islands, Suriname, Thailand, Timor-Leste, Togo, Tonga, Tuvalu, Vanuatu, Virgin Islands of the USA, Wallis and Futuna Islands"
68006,Animalia,Chordata,Elasmobranchii,Lamniformes,Alopiidae,Alopias,vulpinus,,Alopias vulpinus,,"Bonnaterre, 1788",SPECIES,II,Appendix II: ,Appendix II:Listing agreed at CoP17 in October 2016 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP17 en octubre de 2016 con entrada en vigor retrasada de 12 meses. ,Appendix II:Inscription adoptée à la CoP17 en octobre 2016 avec entrée en vigueur reportée de 12 mois. ,,Appendix II: ,"Vulpecula marina Valmont de Bomare, 1764, Squalus vulpes Berkenhout, 1789, Squalus alopecias Gronow, 1854, Alopecias longimana Philippi, 1902, Alopias greyi Whitley, 1937, Squalus vulpes Gmelin, 1788, Galeus vulpecula Rafinesque, 1810, Alopecias barrae Pérez Canto, 1886, Alopias macrourus Rafinesque, 1810, Vulpecula marina Garman, 1913, Alopias caudatus Phillipps, 1932, Alopecias chilensis Philippi, 1902","Atlantic thresher, Common thresher, Common thresher shark, Fox shark, Grayfish, Green thresher, Sea fox, Slasher, Swingletail, Swiveltail, Thintail thresher, Thrasher, Thresher shark, Whip-tailed shark, Zorro thresher shark","Azotador, Chichi espada, Coleto, Coludo, Coludo pinto, Grillo, Pejerrabo, Peje sable, Peje zorra, Pejezorro, Peje zorro, Pez palo, Pez zorro, Pichirata, Rabo de zorra, Raposa marina, Zorra de mar, Zorro, Zorro blanco","Faux, Loup de mer, Renard, Renard de mer, Renard marin, Requin renard, Requin renard commun, Singe de mer",TRUE,"AL, DZ, AS, AO, AI, AG, AR, AW, AU, BS, BD, BB, BE, BZ, BM, BQ, BA, BR, VG, BN, BG, CV, KH, CM, CA, KY, CL, CN, CC, CO, KM, CG, CR, CI, HR, CU, CW, CY, KP, CD, DK, DJ, DM, DO, EC, EG, SV, GQ, FJ, FR, GF, PF, GA, GM, GE, DE, GH, GI, GR, GD, GP, GU, GT, GG, GN, GW, GY, HT, HN, HK, IN, ID, IR, IE, IM, IL, IT, JM, JP, JE, KE, KI, LB, LR, LY, MO, MG, MY, MV, MT, MH, MQ, MR, MU, YT, MX, FM, MC, ME, MS, MA, MZ, MM, NA, NR, NL, NC, NZ, NI, NG, NU, MP, NO, OM, PK, PW, PA, PG, PE, PH, PN, PT, PR, KR, RE, RO, RU, SH, KN, LC, MF, PM, VC, WS, ST, SN, SC, SL, SG, SX, SI, SB, SO, ZA, ES, LK, PS, SR, SE, SY, TW, TH, TL, TG, TO, TT, TN, TR, TV, UA, AE, GB, TZ, US, UY, VU, VE, VN, VI, WF, EH, YE","Albania, Algeria, American Samoa, Angola, Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Aruba, Australia, Bahamas, Bangladesh, Barbados, Belgium, Belize, Bermuda (United Kingdom), Bonaire, Saint Eustatius and Saba, Bosnia and Herzegovina, Brazil, British Virgin Islands (United Kingdom), Brunei Darussalam, Bulgaria, Cabo Verde, Cambodia, Cameroon, Canada, Cayman Islands (United Kingdom), Chile, China, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Costa Rica, Côte d'Ivoire, Croatia, Cuba, Curaçao, Cyprus, Democratic People's Republic of Korea, Democratic Republic of the Congo, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Fiji, France, French Guiana [FR], French Polynesia, Gabon, Gambia, Georgia, Germany, Ghana, Gibraltar (United Kingdom), Greece, Grenada, Guadeloupe, Guam, Guatemala, Guernsey (United Kingdom), Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Ireland, Isle of Man (United Kingdom), Israel, Italy, Jamaica, Japan, Jersey (United Kingdom), Kenya, Kiribati, Lebanon, Liberia, Libya, Macao, SAR, Madagascar, Malaysia, Maldives, Malta, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia (Federated States of), Monaco, Montenegro, Montserrat (United Kingdom), Morocco, Mozambique, Myanmar, Namibia, Nauru, Netherlands, New Caledonia, New Zealand, Nicaragua, Nigeria, Niue, Northern Mariana Islands, Norway, Oman, Pakistan, Palau, Panama, Papua New Guinea, Peru, Philippines, Pitcairn Islands (United Kingdom), Portugal, Puerto Rico, Republic of Korea, Réunion, Romania, Russian Federation, Saint Helena and Dependencies (United Kingdom), Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Samoa, Sao Tome and Principe, Senegal, Seychelles, Sierra Leone, Singapore, Sint Maarten, Slovenia, Solomon Islands, Somalia, South Africa, Spain, Sri Lanka, State of Palestine, Suriname, Sweden, Syrian Arab Republic, Taiwan, Province of China, Thailand, Timor-Leste, Togo, Tonga, Trinidad and Tobago, Tunisia, Türkiye, Tuvalu, Ukraine, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, United Republic of Tanzania, United States of America, Uruguay, Vanuatu, Venezuela (Bolivarian Republic of), Viet Nam, Virgin Islands of the USA, Wallis and Futuna Islands, Western Sahara, Yemen","Albania, Algeria, Angola, Argentina, Aruba, Australia, Bahamas, Belgium, Bonaire, Saint Eustatius and Saba, Bosnia and Herzegovina, Brazil, Bulgaria, Canada, Chile, China, Colombia, Costa Rica, Côte d'Ivoire, Croatia, Cuba, Curaçao, Cyprus, Democratic People's Republic of Korea, Democratic Republic of the Congo, Denmark, Djibouti, Ecuador, Egypt, El Salvador, Fiji, France, French Guiana [FR], Gambia, Georgia, Germany, Ghana, Gibraltar (United Kingdom), Greece, Guatemala, Guernsey (United Kingdom), Guinea, Guinea Bissau, Guyana, Honduras, Hong Kong, SAR, India, Indonesia, Ireland, Isle of Man (United Kingdom), Israel, Italy, Japan, Jersey (United Kingdom), Kenya, Kiribati, Lebanon, Liberia, Libya, Macao, SAR, Madagascar, Malaysia, Maldives, Malta, Mauritania, Mauritius, Mexico, Monaco, Montenegro, Morocco, Mozambique, Namibia, Netherlands, New Caledonia, New Zealand, Nicaragua, Norway, Oman, Pakistan, Panama, Peru, Portugal, Republic of Korea, Romania, Russian Federation, Saint Pierre and Miquelon, Senegal, Sierra Leone, Slovenia, Somalia, South Africa, Spain, Sri Lanka, State of Palestine, Syrian Arab Republic, Taiwan, Province of China, Togo, Trinidad and Tobago, Tunisia, Türkiye, Ukraine, United Kingdom of Great Britain and Northern Ireland, United Republic of Tanzania, United States of America, Uruguay, Venezuela (Bolivarian Republic of), Western Sahara, Yemen",,,,,,"American Samoa, Anguilla (United Kingdom), Antigua and Barbuda, Bangladesh, Barbados, Belize, Bermuda (United Kingdom), British Virgin Islands (United Kingdom), Brunei Darussalam, Cabo Verde, Cambodia, Cameroon, Cayman Islands (United Kingdom), Cocos (Keeling) Islands, Comoros, Congo, Dominica, Dominican Republic, Equatorial Guinea, French Polynesia, Gabon, Grenada, Guadeloupe, Guam, Haiti, Iran (Islamic Republic of), Jamaica, Marshall Islands, Martinique, Mayotte, Micronesia (Federated States of), Montserrat (United Kingdom), Myanmar, Nauru, Nigeria, Niue, Northern Mariana Islands, Palau, Papua New Guinea, Philippines, Pitcairn Islands (United Kingdom), Puerto Rico, Réunion, Saint Helena and Dependencies (United Kingdom), Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Samoa, Sao Tome and Principe, Seychelles, Singapore, Sint Maarten, Solomon Islands, Suriname, Sweden, Thailand, Timor-Leste, Tonga, Tuvalu, United Arab Emirates, Vanuatu, Viet Nam, Virgin Islands of the USA, Wallis and Futuna Islands"
1099,Animalia,Chordata,Elasmobranchii,Pristiformes,Pristidae,Anoxypristis,,,Anoxypristis,,,GENUS,I,Appendix I: ,Appendix I: ,Appendix I: ,Appendix I: ,,Appendix I: ,,,,,TRUE,,,,,,,,,
7352,Animalia,Chordata,Elasmobranchii,Pristiformes,Pristidae,Anoxypristis,cuspidata,,Anoxypristis cuspidata,,"(Latham, 1794)",SPECIES,I,Appendix I: ,Appendix I: ,Appendix I: ,Appendix I: ,,Appendix I: ,,"Knifetooth Sawfish, Narrow sawfish, Pointed sawfish, Saw shark",Pez espada,Poisson-scie,TRUE,"AU, BH, BD, BN, KH, CN, KP, DJ, EG, ER, HK, IN, ID, IR, IQ, IL, JP, JO, KW, MO, MY, MM, OM, PK, PG, PH, QA, KR, SA, SG, SO, LK, SD, TW, TH, TL, AE, VN, YE","Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, Democratic People's Republic of Korea, Djibouti, Egypt, Eritrea, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Japan, Jordan, Kuwait, Macao, SAR, Malaysia, Myanmar, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Republic of Korea, Saudi Arabia, Singapore, Somalia, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, United Arab Emirates, Viet Nam, Yemen","Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, Democratic People's Republic of Korea, Djibouti, Egypt, Eritrea, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Japan, Jordan, Kuwait, Macao, SAR, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Singapore, Sri Lanka, Sudan, Taiwan, Province of China, Timor-Leste, United Arab Emirates, Viet Nam, Yemen",,,,,,"Malaysia, Myanmar, Republic of Korea, Somalia, Thailand"
398,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,,,,Carcharhinidae,,,FAMILY,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,,,,TRUE,,,,,,,,,
2636,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,,,Carcharhinus,,,GENUS,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,"Carcharias , Carcharius , Gymnorhinus ",,,,TRUE,,,,,,,,,
100341,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,acronotus,,Carcharhinus acronotus,,"(Poey, 1860)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Blacknose shark,,,TRUE,"AI, AG, AW, BS, BB, BZ, BM, BQ, BR, VG, KY, CO, CR, CU, CW, DM, DO, GF, GD, GP, GT, GY, HT, HN, JM, MQ, MX, MS, NI, PA, PR, BL, KN, LC, MF, PM, VC, SX, SR, TT, TC, US, UY, VE, VI","Anguilla (United Kingdom), Antigua and Barbuda, Aruba, Bahamas, Barbados, Belize, Bermuda (United Kingdom), Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Cayman Islands (United Kingdom), Colombia, Costa Rica, Cuba, Curaçao, Dominica, Dominican Republic, French Guiana [FR], Grenada, Guadeloupe, Guatemala, Guyana, Haiti, Honduras, Jamaica, Martinique, Mexico, Montserrat (United Kingdom), Nicaragua, Panama, Puerto Rico, Saint-Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Sint Maarten, Suriname, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), United States of America, Uruguay, Venezuela (Bolivarian Republic of), Virgin Islands of the USA","Anguilla (United Kingdom), Antigua and Barbuda, Aruba, Bahamas, Barbados, Belize, Bermuda (United Kingdom), Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Cayman Islands (United Kingdom), Colombia, Costa Rica, Cuba, Curaçao, Dominica, Dominican Republic, French Guiana [FR], Grenada, Guadeloupe, Guatemala, Guyana, Haiti, Honduras, Jamaica, Martinique, Mexico, Montserrat (United Kingdom), Nicaragua, Panama, Puerto Rico, Saint-Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Sint Maarten, Suriname, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), United States of America, Uruguay, Venezuela (Bolivarian Republic of), Virgin Islands of the USA",,,,,,
100343,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,albimarginatus,,Carcharhinus albimarginatus,,"(Rüppell, 1837)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Silvertip shark,,,TRUE,"AU, CC, CO, CR, EC, EG, ER, PF, GU, GT, ID, KE, KI, MG, MH, MU, MX, NC, PW, PG, PH, SA, SC, SB, ZA, SD, TW, TV, YE","Australia, Cocos (Keeling) Islands, Colombia, Costa Rica, Ecuador, Egypt, Eritrea, French Polynesia, Guam, Guatemala, Indonesia, Kenya, Kiribati, Madagascar, Marshall Islands, Mauritius, Mexico, New Caledonia, Palau, Papua New Guinea, Philippines, Saudi Arabia, Seychelles, Solomon Islands, South Africa, Sudan, Taiwan, Province of China, Tuvalu, Yemen","Australia, Cocos (Keeling) Islands, Colombia, Costa Rica, Ecuador, Egypt, Eritrea, French Polynesia, Guam, Guatemala, Indonesia, Kenya, Kiribati, Madagascar, Marshall Islands, Mauritius, Mexico, New Caledonia, Palau, Papua New Guinea, Philippines, Saudi Arabia, Seychelles, Solomon Islands, South Africa, Sudan, Taiwan, Province of China, Tuvalu, Yemen",,,,,,
100342,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,altimus,,Carcharhinus altimus,,"(Springer, 1950)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Bignose shark,,,TRUE,"AL, DZ, AO, AW, AU, BS, CO, KM, CR, CI, HR, CU, CY, CD, DJ, EC, EG, GQ, ER, FJ, FR, GA, GM, GH, GR, HT, IN, ID, IT, LB, MG, MY, MV, MT, YT, MX, MC, ME, MA, MZ, MM, NA, NI, OM, PK, PG, PE, PH, PN, ST, SA, SN, SC, SL, SO, ZA, ES, LK, SD, SY, TW, TH, TT, TN, TR, TZ, US, VE, YE","Albania, Algeria, Angola, Aruba, Australia, Bahamas, Colombia, Comoros, Costa Rica, Côte d'Ivoire, Croatia, Cuba, Cyprus, Democratic Republic of the Congo, Djibouti, Ecuador, Egypt, Equatorial Guinea, Eritrea, Fiji, France, Gabon, Gambia, Ghana, Greece, Haiti, India, Indonesia, Italy, Lebanon, Madagascar, Malaysia, Maldives, Malta, Mayotte, Mexico, Monaco, Montenegro, Morocco, Mozambique, Myanmar, Namibia, Nicaragua, Oman, Pakistan, Papua New Guinea, Peru, Philippines, Pitcairn Islands (United Kingdom), Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, Spain, Sri Lanka, Sudan, Syrian Arab Republic, Taiwan, Province of China, Thailand, Trinidad and Tobago, Tunisia, Türkiye, United Republic of Tanzania, United States of America, Venezuela (Bolivarian Republic of), Yemen","Albania, Algeria, Angola, Aruba, Australia, Bahamas, Colombia, Comoros, Costa Rica, Côte d'Ivoire, Croatia, Cuba, Cyprus, Democratic Republic of the Congo, Djibouti, Ecuador, Egypt, Equatorial Guinea, Eritrea, Fiji, France, Gabon, Gambia, Ghana, Greece, Haiti, India, Italy, Lebanon, Madagascar, Maldives, Malta, Mayotte, Mexico, Monaco, Montenegro, Morocco, Mozambique, Namibia, Nicaragua, Oman, Pakistan, Papua New Guinea, Peru, Philippines, Pitcairn Islands (United Kingdom), Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, Spain, Sri Lanka, Sudan, Syrian Arab Republic, Taiwan, Province of China, Trinidad and Tobago, Tunisia, Türkiye, United Republic of Tanzania, United States of America, Venezuela (Bolivarian Republic of), Yemen",,,,,,"Indonesia, Malaysia, Myanmar, Thailand"
100345,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,amblyrhynchoides,,Carcharhinus amblyrhynchoides,,"(Whitley, 1934)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Graceful shark,,,TRUE,"AU, BD, BN, KH, IN, ID, IR, IQ, KW, MY, MM, OM, PK, PG, PH, QA, SA, SG, SO, LK, TH, TL, AE, VN, YE","Australia, Bangladesh, Brunei Darussalam, Cambodia, India, Indonesia, Iran (Islamic Republic of), Iraq, Kuwait, Malaysia, Myanmar, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Singapore, Somalia, Sri Lanka, Thailand, Timor-Leste, United Arab Emirates, Viet Nam, Yemen","Australia, Bangladesh, Brunei Darussalam, Cambodia, India, Indonesia, Iran (Islamic Republic of), Iraq, Kuwait, Malaysia, Myanmar, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Singapore, Somalia, Sri Lanka, Thailand, Timor-Leste, United Arab Emirates, Viet Nam, Yemen",,,,,,
100344,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,amblyrhynchos,,Carcharhinus amblyrhynchos,,"(Bleeker, 1856)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Grey reef shark,,,TRUE,"AS, AU, BH, BD, KH, CN, CX, CC, KM, CK, DJ, EC, EG, ER, FJ, PF, GU, HK, IN, ID, IR, IQ, JP, KE, KI, KW, MG, MY, MV, MH, YT, FM, MZ, MM, NR, NC, NU, MP, OM, PK, PW, PG, PH, QA, RE, WS, SA, SG, SB, SO, ZA, LK, SD, TW, TH, TL, TK, TO, TV, AE, TZ, UM, VU, VN, WF, YE","American Samoa, Australia, Bahrain, Bangladesh, Cambodia, China, Christmas Island, Cocos (Keeling) Islands, Comoros, Cook Islands, Djibouti, Ecuador, Egypt, Eritrea, Fiji, French Polynesia, Guam, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Japan, Kenya, Kiribati, Kuwait, Madagascar, Malaysia, Maldives, Marshall Islands, Mayotte, Micronesia (Federated States of), Mozambique, Myanmar, Nauru, New Caledonia, Niue, Northern Mariana Islands, Oman, Pakistan, Palau, Papua New Guinea, Philippines, Qatar, Réunion, Samoa, Saudi Arabia, Singapore, Solomon Islands, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, Tokelau, Tonga, Tuvalu, United Arab Emirates, United Republic of Tanzania, United States Minor Outlying Islands, Vanuatu, Viet Nam, Wallis and Futuna Islands, Yemen","American Samoa, Australia, Bahrain, Bangladesh, Cambodia, China, Christmas Island, Cocos (Keeling) Islands, Comoros, Cook Islands, Djibouti, Ecuador, Egypt, Eritrea, Fiji, French Polynesia, Guam, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Japan, Kenya, Kiribati, Kuwait, Madagascar, Malaysia, Maldives, Marshall Islands, Mayotte, Micronesia (Federated States of), Mozambique, Myanmar, Nauru, New Caledonia, Niue, Northern Mariana Islands, Oman, Pakistan, Palau, Papua New Guinea, Philippines, Qatar, Réunion, Samoa, Saudi Arabia, Singapore, Solomon Islands, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, Tokelau, Tonga, Tuvalu, United Arab Emirates, United Republic of Tanzania, United States Minor Outlying Islands, Vanuatu, Viet Nam, Wallis and Futuna Islands, Yemen",,,,,,
